id,title,budget,revenue,runtime,release_year,genres,original_language,popularity,vote_average,vote_count,status,primary_genre,has_budget,has_revenue,roi,log_budget,log_popularity,log_vote_count
534,Terminator Salvation,200000000,371353001,115.0,2009.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,71.862892,5.9,2463,Released,Action,1,1,1.856765005,19.11382792951231,4.288579483353765,7.80954132465341
168259,Furious 7,190000000,1506249360,137.0,2015.0,"[{""id"": 28, ""name"": ""Action""}]",en,102.322217,7.3,4176,Released,Action,1,1,7.927628210526316,19.06253463538792,4.637852425604862,8.337348564497175
72190,World War Z,200000000,531865000,116.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,81.834855,6.7,5560,Released,Action,1,1,2.659325,19.11382792951231,4.416848926921172,8.623533227187565
127585,X-Men: Days of Future Past,250000000,747862775,131.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,118.078691,7.5,6032,Released,Action,1,1,2.9914511,19.33697147982652,4.779784543477146,8.704999678440762
54138,Star Trek Into Darkness,190000000,467365246,132.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,78.291018,7.4,4418,Released,Action,1,1,2.4598170842105263,19.06253463538792,4.373124856147531,8.39366870513074
81005,Jack the Giant Slayer,195000000,197687603,114.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,43.349855,5.5,2598,Released,Action,1,1,1.0137825794871795,19.088510121656228,3.7921094393026675,7.8628820346414905
64682,The Great Gatsby,105000000,351040419,143.0,2013.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,61.196071,7.3,3769,Released,Drama,1,1,3.343242085714285,18.46947091764561,4.13029183054743,8.234830280442056
9543,Prince of Persia: The Sands of Time,150000000,335154643,116.0,2010.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",en,62.169881,6.2,2317,Released,Adventure,1,1,2.234364286666666,18.826145858727198,4.145827621103231,7.748460023899697
68726,Pacific Rim,180000000,407602906,131.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",en,56.523205,6.7,4794,Released,Action,1,1,2.264460588888889,19.00846741441004,4.052188431610156,8.475328987317539
38356,Transformers: Dark of the Moon,195000000,1123746996,154.0,2011.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",en,28.529607,6.1,3299,Released,Action,1,1,5.762805107692308,19.088510121656228,3.3853933871674418,8.101677747454572
217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,122.0,2008.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",en,75.674458,5.7,2495,Released,Adventure,1,1,4.252086664864865,19.035866388448003,4.339568641178461,7.822444729489319
105864,The Good Dinosaur,175000000,331926147,93.0,2015.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,51.692953,6.6,1736,Released,Adventure,1,1,1.89672084,18.980296537602072,3.9644817274410267,7.459914766241105
62177,Brave,185000000,538983207,93.0,2012.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",en,125.114374,6.7,4641,Released,Animation,1,1,2.9134227405405406,19.035866388448003,4.837189225372334,8.442900586834382
188927,Star Trek Beyond,185000000,343471816,122.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,65.352913,6.6,2568,Released,Action,1,1,1.8566044108108108,19.035866388448003,4.194987663356308,7.851271997109883
10681,WALL·E,180000000,521311860,98.0,2008.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,66.390712,7.8,6296,Released,Animation,1,1,2.896177,19.00846741441004,4.210507204268094,8.747828608488742
5174,Rush Hour 3,140000000,258022233,91.0,2007.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,22.57178,6.1,783,Released,Action,1,1,1.84301595,18.757152987716434,3.160050233825037,6.664409020350408
14161,2012,200000000,769653595,158.0,2009.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,45.274225,5.6,4903,Released,Action,1,1,3.848267975,19.11382792951231,3.834585110615373,8.497806477616047
17979,A Christmas Carol,200000000,325233863,96.0,2009.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",en,39.744242,6.6,1095,Released,Animation,1,1,1.626169315,19.11382792951231,3.7073145290895027,6.999422467507961
76757,Jupiter Ascending,176000003,183987723,124.0,2015.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,85.36908,5.2,2768,Released,Science Fiction,1,1,1.0453847719536686,18.9859945757297,4.458629741388757,7.926241523170962
258489,The Legend of Tarzan,180000000,356743061,109.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,42.741719,5.5,2430,Released,Action,1,1,1.9819058944444443,19.00846741441004,3.7783023148879034,7.796057974316123
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,748806957,143.0,2005.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,67.391328,6.7,2629,Released,Adventure,1,1,4.16003865,19.00846741441004,4.2252460329650505,7.874739125171811
246655,X-Men: Apocalypse,178000000,543934787,144.0,2016.0,"[{""id"": 878, ""name"": ""Science Fiction""}]",en,139.272042,6.4,4721,Released,Science Fiction,1,1,3.05581341011236,18.997294113874336,4.943583694264458,8.459987717645458
155,The Dark Knight,185000000,1004558444,152.0,2008.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,187.322927,8.2,12002,Released,Drama,1,1,5.430045643243243,19.035866388448003,5.238158186084468,9.392911897525345
14160,Up,175000000,735099082,96.0,2009.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",en,92.201962,7.7,6870,Released,Animation,1,1,4.200566182857143,18.980296537602072,4.534768772972112,8.835064935031076
15512,Monsters vs Aliens,175000000,381509870,94.0,2009.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,36.167578,6.0,1423,Released,Animation,1,1,2.1800564,18.980296537602072,3.615436822110821,7.261225091971921
1726,Iron Man,140000000,585174222,126.0,2008.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",en,120.725053,7.4,8776,Released,Action,1,1,4.179815871428572,18.757152987716434,4.801764837476351,9.079889942592118
44826,Hugo,170000000,185770160,126.0,2011.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",en,32.319043,7.0,2141,Released,Adventure,1,1,1.0927656470588236,18.951309000896888,3.5061290953975766,7.669495251007694
8487,Wild Wild West,170000000,222104681,106.0,1999.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",en,40.748915,5.1,1020,Released,Action,1,1,1.3064981235294115,18.951309000896888,3.731673462935218,6.928537818164665
1735,The Mummy: Tomb of the Dragon Emperor,145000000,401128639,112.0,2008.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",en,60.034162,5.2,1387,Released,Adventure,1,1,2.766404406896552,18.7922443072814,4.11143374020036,7.23561914106675
297761,Suicide Squad,175000000,745000000,123.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,90.23792,5.9,7458,Released,Action,1,1,4.257142857142857,18.980296537602072,4.51347060013748,8.917176635955164
2698,Evan Almighty,175000000,173000000,96.0,2007.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,27.082182,5.3,1151,Released,Fantasy,1,1,0.9885714285714284,18.980296537602072,3.335135282691319,7.049254841255837
137113,Edge of Tomorrow,178000000,370541256,113.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,79.456485,7.6,4858,Released,Action,1,1,2.081692449438202,18.997294113874336,4.387716479263615,8.488587934405903
9804,Waterworld,175000000,264218220,135.0,1995.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",en,44.640292,5.9,992,Released,Adventure,1,1,1.5098184,18.980296537602072,3.8207909228699903,6.900730664045173
14869,G.I. Joe: The Rise of Cobra,175000000,302469017,118.0,2009.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,32.852443,5.6,1962,Released,Adventure,1,1,1.7283943828571429,18.980296537602072,3.5220111680982233,7.5822291942764615
150540,Inside Out,175000000,857611174,94.0,2015.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,128.655964,8.0,6560,Released,Drama,1,1,4.90063528,18.980296537602072,4.864884511697978,8.788898309344878
278927,The Jungle Book,175000000,966550600,106.0,2016.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",en,94.199316,6.7,2892,Released,Family,1,1,5.523146285714286,18.980296537602072,4.5559727568975585,7.970049304976135
10138,Iron Man 2,200000000,623933331,124.0,2010.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,77.300194,6.6,6849,Released,Adventure,1,1,3.119666655,19.11382792951231,4.360550080643752,8.83200393125627
58595,Snow White and the Huntsman,170000000,396600000,127.0,2012.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",en,77.178973,5.8,3118,Released,Adventure,1,1,2.3329411764705883,18.951309000896888,4.359000723926518,8.045267716607803
102651,Maleficent,180000000,758539785,97.0,2014.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",en,110.620647,7.0,4496,Released,Fantasy,1,1,4.214109916666667,19.00846741441004,4.715106041795737,8.411165786770708
119450,Dawn of the Planet of the Apes,170000000,710644566,130.0,2014.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,243.791743,7.3,4410,Released,Science Fiction,1,1,4.180262152941176,18.951309000896888,5.500407820494153,8.39185670010494
64686,47 Ronin,175000000,150962475,119.0,2013.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",en,41.796339,5.9,1326,Released,Drama,1,1,0.8626427142857143,18.980296537602072,3.756452561546043,7.190676034332207
100402,Captain America: The Winter Soldier,170000000,714766572,136.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,72.225265,7.6,5764,Released,Action,1,1,4.204509247058824,18.951309000896888,4.293540511689836,8.65956043270316
10192,Shrek Forever After,165000000,752600867,93.0,2010.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,44.041186,6.0,1959,Released,Comedy,1,1,4.561217375757575,18.92145603792546,3.8075773156339507,7.580699752224563
