id,title,budget,revenue,runtime,release_year,genres,original_language,popularity,vote_average,vote_count,status,primary_genre,has_budget,has_revenue,roi
49521,Man of Steel,225000000,662845518,143.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,99.398009,6.5,6359,Released,Action,1,1,2.94598008
2454,The Chronicles of Narnia: Prince Caspian,225000000,419651413,150.0,2008.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,53.978602,6.3,1630,Released,Adventure,1,1,1.8651173911111112
24428,The Avengers,220000000,1519557910,143.0,2012.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,144.448633,7.4,11776,Released,Science Fiction,1,1,6.907081409090909
1865,Pirates of the Caribbean: On Stranger Tides,380000000,1045713802,136.0,2011.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",en,135.413856,6.4,4948,Released,Adventure,1,1,2.7518784263157894
41154,Men in Black 3,225000000,624026776,106.0,2012.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,52.035179,6.2,4160,Released,Action,1,1,2.773452337777778
122917,The Hobbit: The Battle of the Five Armies,250000000,956019788,144.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",en,120.965743,7.1,4760,Released,Action,1,1,3.824079152
1930,The Amazing Spider-Man,215000000,752215857,136.0,2012.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",en,89.866276,6.5,6586,Released,Action,1,1,3.4986784046511628
20662,Robin Hood,200000000,310669540,140.0,2010.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,37.668301,6.2,1398,Released,Action,1,1,1.5533477
57158,The Hobbit: The Desolation of Smaug,250000000,958400000,161.0,2013.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",en,94.370564,7.6,4524,Released,Adventure,1,1,3.8336
2268,The Golden Compass,180000000,372234864,113.0,2007.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",en,42.990906,5.8,1303,Released,Adventure,1,1,2.0679714666666666
254,King Kong,207000000,550000000,187.0,2005.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",en,61.22601,6.6,2337,Released,Adventure,1,1,2.657004830917874
597,Titanic,200000000,1845034188,194.0,1997.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",en,100.025899,7.5,7562,Released,Drama,1,1,9.22517094
271110,Captain America: Civil War,250000000,1153304495,147.0,2016.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,198.372395,7.1,7241,Released,Adventure,1,1,4.61321798
44833,Battleship,209000000,303025485,131.0,2012.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,64.928382,5.5,2114,Released,Thriller,1,1,1.4498827033492823
135397,Jurassic World,150000000,1513528810,124.0,2015.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,418.708552,6.5,8662,Released,Action,1,1,10.090192066666667
37724,Skyfall,200000000,1108561013,143.0,2012.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,93.004993,6.9,7604,Released,Action,1,1,5.542805065
558,Spider-Man 2,200000000,783766341,127.0,2004.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",en,35.149586,6.7,4321,Released,Action,1,1,3.918831705
68721,Iron Man 3,200000000,1215439994,130.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,77.68208,6.8,8806,Released,Action,1,1,6.07719997
12155,Alice in Wonderland,200000000,1025491110,108.0,2010.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",en,78.530105,6.4,4645,Released,Family,1,1,5.12745555
36668,X-Men: The Last Stand,210000000,459359555,104.0,2006.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,3.857526,6.3,3525,Released,Adventure,1,1,2.1874264523809526
62211,Monsters University,200000000,743559607,104.0,2013.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,89.186492,7.0,3528,Released,Animation,1,1,3.717798035
8373,Transformers: Revenge of the Fallen,150000000,836297228,150.0,2009.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,21.939663,6.0,3138,Released,Science Fiction,1,1,5.575314853333333
91314,Transformers: Age of Extinction,210000000,1091405097,165.0,2014.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,116.840296,5.8,3095,Released,Science Fiction,1,1,5.1971671285714285
68728,Oz: The Great and Powerful,200000000,491868548,130.0,2013.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",en,46.985445,5.7,3530,Released,Fantasy,1,1,2.45934274
102382,The Amazing Spider-Man 2,200000000,705717432,142.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",en,89.270217,6.5,4179,Released,Action,1,1,3.52858716
20526,TRON: Legacy,170000000,400062763,125.0,2010.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,73.79505,6.3,2841,Released,Adventure,1,1,2.3533103705882352
49013,Cars 2,200000000,559852396,106.0,2011.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",en,49.98659,5.8,2033,Released,Animation,1,1,2.79926198
44912,Green Lantern,200000000,219851172,114.0,2011.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,51.872839,5.1,2487,Released,Adventure,1,1,1.09925586
10193,Toy Story 3,200000000,1066969703,103.0,2010.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",en,59.995418,7.6,4597,Released,Animation,1,1,5.334848515
534,Terminator Salvation,200000000,371353001,115.0,2009.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,71.862892,5.9,2463,Released,Action,1,1,1.856765005
168259,Furious 7,190000000,1506249360,137.0,2015.0,"[{""id"": 28, ""name"": ""Action""}]",en,102.322217,7.3,4176,Released,Action,1,1,7.927628210526316
72190,World War Z,200000000,531865000,116.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,81.834855,6.7,5560,Released,Action,1,1,2.659325
127585,X-Men: Days of Future Past,250000000,747862775,131.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,118.078691,7.5,6032,Released,Action,1,1,2.9914511
54138,Star Trek Into Darkness,190000000,467365246,132.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,78.291018,7.4,4418,Released,Action,1,1,2.4598170842105263
81005,Jack the Giant Slayer,195000000,197687603,114.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,43.349855,5.5,2598,Released,Action,1,1,1.0137825794871795
64682,The Great Gatsby,105000000,351040419,143.0,2013.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,61.196071,7.3,3769,Released,Drama,1,1,3.3432420857142855
9543,Prince of Persia: The Sands of Time,150000000,335154643,116.0,2010.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",en,62.169881,6.2,2317,Released,Adventure,1,1,2.2343642866666666
68726,Pacific Rim,180000000,407602906,131.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",en,56.523205,6.7,4794,Released,Action,1,1,2.264460588888889
38356,Transformers: Dark of the Moon,195000000,1123746996,154.0,2011.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",en,28.529607,6.1,3299,Released,Action,1,1,5.762805107692308
217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,122.0,2008.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",en,75.674458,5.7,2495,Released,Adventure,1,1,4.252086664864865
105864,The Good Dinosaur,175000000,331926147,93.0,2015.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,51.692953,6.6,1736,Released,Adventure,1,1,1.89672084
62177,Brave,185000000,538983207,93.0,2012.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",en,125.114374,6.7,4641,Released,Animation,1,1,2.9134227405405406
188927,Star Trek Beyond,185000000,343471816,122.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,65.352913,6.6,2568,Released,Action,1,1,1.8566044108108108
10681,WALL·E,180000000,521311860,98.0,2008.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,66.390712,7.8,6296,Released,Animation,1,1,2.896177
5174,Rush Hour 3,140000000,258022233,91.0,2007.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,22.57178,6.1,783,Released,Action,1,1,1.84301595
14161,2012,200000000,769653595,158.0,2009.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,45.274225,5.6,4903,Released,Action,1,1,3.848267975
17979,A Christmas Carol,200000000,325233863,96.0,2009.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",en,39.744242,6.6,1095,Released,Animation,1,1,1.626169315
76757,Jupiter Ascending,176000003,183987723,124.0,2015.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,85.36908,5.2,2768,Released,Science Fiction,1,1,1.0453847719536686
258489,The Legend of Tarzan,180000000,356743061,109.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,42.741719,5.5,2430,Released,Action,1,1,1.9819058944444445
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,748806957,143.0,2005.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,67.391328,6.7,2629,Released,Adventure,1,1,4.16003865
246655,X-Men: Apocalypse,178000000,543934787,144.0,2016.0,"[{""id"": 878, ""name"": ""Science Fiction""}]",en,139.272042,6.4,4721,Released,Science Fiction,1,1,3.0558134101123597
155,The Dark Knight,185000000,1004558444,152.0,2008.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,187.322927,8.2,12002,Released,Drama,1,1,5.430045643243243
14160,Up,175000000,735099082,96.0,2009.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",en,92.201962,7.7,6870,Released,Animation,1,1,4.200566182857143
15512,Monsters vs Aliens,175000000,381509870,94.0,2009.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,36.167578,6.0,1423,Released,Animation,1,1,2.1800564
1726,Iron Man,140000000,585174222,126.0,2008.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",en,120.725053,7.4,8776,Released,Action,1,1,4.179815871428572
44826,Hugo,170000000,185770160,126.0,2011.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",en,32.319043,7.0,2141,Released,Adventure,1,1,1.0927656470588236
8487,Wild Wild West,170000000,222104681,106.0,1999.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",en,40.748915,5.1,1020,Released,Action,1,1,1.3064981235294117
1735,The Mummy: Tomb of the Dragon Emperor,145000000,401128639,112.0,2008.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",en,60.034162,5.2,1387,Released,Adventure,1,1,2.7664044068965516
297761,Suicide Squad,175000000,745000000,123.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,90.23792,5.9,7458,Released,Action,1,1,4.257142857142857
2698,Evan Almighty,175000000,173000000,96.0,2007.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,27.082182,5.3,1151,Released,Fantasy,1,1,0.9885714285714285
137113,Edge of Tomorrow,178000000,370541256,113.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,79.456485,7.6,4858,Released,Action,1,1,2.081692449438202
9804,Waterworld,175000000,264218220,135.0,1995.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",en,44.640292,5.9,992,Released,Adventure,1,1,1.5098184
14869,G.I. Joe: The Rise of Cobra,175000000,302469017,118.0,2009.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,32.852443,5.6,1962,Released,Adventure,1,1,1.7283943828571429
150540,Inside Out,175000000,857611174,94.0,2015.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,128.655964,8.0,6560,Released,Drama,1,1,4.90063528
278927,The Jungle Book,175000000,966550600,106.0,2016.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",en,94.199316,6.7,2892,Released,Family,1,1,5.523146285714286
10138,Iron Man 2,200000000,623933331,124.0,2010.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,77.300194,6.6,6849,Released,Adventure,1,1,3.119666655
58595,Snow White and the Huntsman,170000000,396600000,127.0,2012.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",en,77.178973,5.8,3118,Released,Adventure,1,1,2.3329411764705883
102651,Maleficent,180000000,758539785,97.0,2014.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",en,110.620647,7.0,4496,Released,Fantasy,1,1,4.214109916666667
119450,Dawn of the Planet of the Apes,170000000,710644566,130.0,2014.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,243.791743,7.3,4410,Released,Science Fiction,1,1,4.180262152941176
64686,47 Ronin,175000000,150962475,119.0,2013.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",en,41.796339,5.9,1326,Released,Drama,1,1,0.8626427142857143
100402,Captain America: The Winter Soldier,170000000,714766572,136.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,72.225265,7.6,5764,Released,Action,1,1,4.204509247058824
10192,Shrek Forever After,165000000,752600867,93.0,2010.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,44.041186,6.0,1959,Released,Comedy,1,1,4.561217375757575
158852,Tomorrowland,190000000,209154322,130.0,2015.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,130.311355,6.2,2846,Released,Adventure,1,1,1.1008122210526317
177572,Big Hero 6,165000000,652105443,102.0,2014.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",en,203.73459,7.8,6135,Released,Adventure,1,1,3.9521542
82690,Wreck-It Ralph,165000000,471222889,108.0,2012.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",en,62.341073,7.1,4570,Released,Family,1,1,2.855896296969697
5255,The Polar Express,165000000,305875730,100.0,2004.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,47.323228,6.4,1474,Released,Adventure,1,1,1.853792303030303
47933,Independence Day: Resurgence,165000000,389681935,120.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,48.775723,4.9,2491,Released,Action,1,1,2.3617086969696968
10191,How to Train Your Dragon,165000000,494878759,98.0,2010.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,67.263269,7.5,4227,Released,Fantasy,1,1,2.999265206060606
296,Terminator 3: Rise of the Machines,200000000,435000000,109.0,2003.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,69.405188,5.9,2143,Released,Action,1,1,2.175
118340,Guardians of the Galaxy,170000000,773328629,121.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",en,481.098624,7.9,9742,Released,Action,1,1,4.548991935294118
157336,Interstellar,165000000,675120017,169.0,2014.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,724.247784,8.1,10867,Released,Adventure,1,1,4.0916364666666665
27205,Inception,160000000,825532764,148.0,2010.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",en,167.58371,8.1,13752,Released,Action,1,1,5.159579775
315011,Shin Godzilla,15000000,77000000,120.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",ja,9.476999,6.5,143,Released,Action,1,1,5.133333333333334
49051,The Hobbit: An Unexpected Journey,250000000,1021103568,169.0,2012.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",en,108.849621,7.0,8297,Released,Adventure,1,1,4.084414272
9799,The Fast and the Furious,38000000,207283925,106.0,2001.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,6.909942,6.6,3428,Released,Action,1,1,5.454840131578948
4922,The Curious Case of Benjamin Button,150000000,333932083,166.0,2008.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",en,60.269279,7.3,3292,Released,Fantasy,1,1,2.2262138866666668
